COURSE NAME,CLUSTER,COURSE CODE,UNIVERSITY,CUT-OFF POINTS,MINIMUM SUBJECT REQUIREMENTS
,,1073112,RONGO UNIVERSITY,15.683,
,,1166437,SOUTH EASTERN KENYA UNIVERSITY,15.683,
,,1112112,TECHNICAL UNIVERSITY OF KENYA,31.23,
,,1063112,TECHNICAL UNIVERSITY OF MOMBASA,15.683,
,,1114112,UNIVERSITY OF ELDORET,15.683,
,,1093112,UNIVERSITY OF EMBU,15.683,
,,1118112,UNIVERSITY OF KABIANGA,15.683,
,,1263112,UNIVERSITY OF NAIROBI,32.695,
,,,,,
BACHELOR OF SCIENCE,9,,,,"Mathematics: C
Biology/Chemistry/Physics: C
Biology/Chemistry/Physics: C"
,,1700418,BOMET UNIVERSITY COLLEGE,23.483,
,,1700120,BOMET UNIVERSITY COLLEGE,25.637,
,,1105120,CHUKA UNIVERSITY,15.683,
,,1057120,EGERTON UNIVERSITY,15.683,
,,1096120,GARISSA UNIVERSITY,15.683,
,,1249120,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15.683,
,,1061120,KABARAK UNIVERSITY,15.683,
,,1244418,KARATINA UNIVERSITY,21.858,
,,1111120,KENYATTA UNIVERSITY,15.683,
,,1079120,KIRINYAGA UNIVERSITY,15.683,
,,1176120,LAIKIPIA UNIVERSITY,15.683,
,,1229120,MASENO UNIVERSITY,15.683,
,,1240120,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,15.683,
,,1253418,MOI UNIVERSITY,21.858,
,,1253120,MOI UNIVERSITY,15.683,
,,1246120,MURANG'A UNIVERSITY OF TECHNOLOGY,15.683,
,,1117120,PWANI UNIVERSITY,-,
,,1685120,THARAKA UNIVERSITY,15.683,
,,1515120,TOM MBOYA UNIVERSITY,15.683,
,,1114120,UNIVERSITY OF ELDORET,15.683,
,,1114418,UNIVERSITY OF ELDORET,21.858,
,,1093120,UNIVERSITY OF EMBU,15.683,
,,1118120,UNIVERSITY OF KABIANGA,15.683,
,,1263120,UNIVERSITY OF NAIROBI,15.683,
,,,,,
BACHELOR OF SCIENCE (MICROBIOLOGY),9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,1600123,ALUPE UNIVERSITY,15.683,
,,1105278,CHUKA UNIVERSITY,15.683,
,,1249123,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,25.28,
,,1111123,KENYATTA UNIVERSITY,25.46,
,,1087123,KISII UNIVERSITY,15.683,
,,1165123,MAASAI MARA UNIVERSITY,15.683,
,,1253123,MOI UNIVERSITY,26.794,
,,1117123,PWANI UNIVERSITY,15.683,
,,1073123,RONGO UNIVERSITY,15.683,
,,1114279,UNIVERSITY OF ELDORET,15.683,
,,1093278,UNIVERSITY OF EMBU,15.683,
,,1118123,UNIVERSITY OF KABIANGA,15.683,
,,1263278,UNIVERSITY OF NAIROBI,25.645,
,,1116281,UZIMA UNIVERSITY,15.683,
,,,,,
BACHELOR OF SCIENCE GENOMIC SCIENCE,9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,14.796,
,,,,,
BACHELOR OF SCIENCE (PHYSICS),9,,,,"Mathematics: C
Physics: C+"
,,1480366,CATHOLIC UNIVERSITY OF EASTERN AFRICA,15.683,
,,1105170,CHUKA UNIVERSITY,15.683,
,,1470366,KAIMOSI FRIENDS UNIVERSITY,15.683,
,,1108366,KIBABII UNIVERSITY,15.683,
,,1087170,KISII UNIVERSITY,-,
,,3890170,KOITALEEL SAMOEI UNIVERSITY COLLEGE,-,
,,1165366,MAASAI MARA UNIVERSITY,15.683,
,,1229170,MASENO UNIVERSITY,15.683,
,,1082366,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,15.683,
,,1117366,PWANI UNIVERSITY,15.683,
,,1073366,RONGO UNIVERSITY,15.683,
,,1166366,SOUTH EASTERN KENYA UNIVERSITY,-,
,,1091498,TAITA TAVETA UNIVERSITY,15.683,
,,1515170,TOM MBOYA UNIVERSITY,15.683,
,,,,,
BACHELOR OF SCIENCE (BIOTECHNOLOGY),9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,1249226,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,28.953,
,,1111226,KENYATTA UNIVERSITY,22.345,
,,1087226,KISII UNIVERSITY,14.796,
,,1082226,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,14.796,
,,1240226,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,14.796,
,,1117226,PWANI UNIVERSITY,14.796,
,,1112227,TECHNICAL UNIVERSITY OF KENYA,25.607,
,,1114359,UNIVERSITY OF ELDORET,14.796,
,,,,,
BACHELOR OF SCIENCE INDUSTRIAL BIOTECHNOLOGY,9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,1249728,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,14.796,
,,1063280,TECHNICAL UNIVERSITY OF MOMBASA,14.796,
,,,,,
BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,1249281,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,23.852,
,,1240281,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,14.796,
,,,,,
BACHELOR OF SCIENCE IN CHEMISTRY,9,,,,"Mathematics: C
Chemistry: C+"
,,1480513,CATHOLIC UNIVERSITY OF EASTERN AFRICA,14.796,
,,1105513,CHUKA UNIVERSITY,14.796,
,,1173513,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,14.796,
,,1470513,KAIMOSI FRIENDS UNIVERSITY,14.796,
,,1108513,KIBABII UNIVERSITY,14.796,
,,3890513,KOITALEEL SAMOEI UNIVERSITY COLLEGE,14.796,
,,1495513,LUKENYA UNIVERSITY,14.796,
,,1165513,MAASAI MARA UNIVERSITY,14.796,
,,1082513,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,14.796,
,,1117513,PWANI UNIVERSITY,14.796,
,,1073513,RONGO UNIVERSITY,14.796,
,,1166513,SOUTH EASTERN KENYA UNIVERSITY,14.796,
,,1181513,"UNIVERSITY OF EASTERN AFRICA, BARATON",14.796,
,,1263513,UNIVERSITY OF NAIROBI,14.796,
,,,,,
BACHELOR OF SCIENCE (ZOOLOGY),9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,1249462,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,14.796,
,,1249464,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,14.796,
,,1165464,MAASAI MARA UNIVERSITY,14.796,
,,1117464,PWANI UNIVERSITY,14.796,
,,,,,
BACHELOR OF SCIENCE (FORENSIC SCIENCE),9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,1111568,KENYATTA UNIVERSITY,28.618,
,,1079568,KIRINYAGA UNIVERSITY,14.796,
,,1515568,TOM MBOYA UNIVERSITY,14.796,
,,,,,
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,1079591,KIRINYAGA UNIVERSITY,14.796,
,,1229591,MASENO UNIVERSITY,26.116,
,,1082591,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,14.796,
,,,,,
BACHELOR OF ARTS (GEOGRAPHY),16,,,,Geography: C+
,,1105B72,CHUKA UNIVERSITY,20.148,
,,1700292,BOMET UNIVERSITY COLLEGE,21.686,
,,1480292,CATHOLIC UNIVERSITY OF EASTERN AFRICA,18.004,
,,1105292,CHUKA UNIVERSITY,25.415,
,,1057292,EGERTON UNIVERSITY,26.717,
,,1244292,KARATINA UNIVERSITY,20.619,
,,1087292,KISII UNIVERSITY,21.372,
,,1176292,LAIKIPIA UNIVERSITY,20.187,
,,1253292,MOI UNIVERSITY,18.004,
,,1117292,PWANI UNIVERSITY,20.988,
,,1073292,RONGO UNIVERSITY,18.004,
,,,,,
"BACHELOR OF SCIENCE (GEOGRAPHY AND NATURAL RESOURCE MANAGEMENT, WITH IT)",16,,,,Geography: C+
,,1229692,MASENO UNIVERSITY,22.596,
,,1515692,TOM MBOYA UNIVERSITY,18.004,
,,,,,
BACHELOR OF ARTS (FRENCH),17,,,,French/German: B
,,1162B62,DAYSTAR UNIVERSITY,21.672,
,,1253B62,MOI UNIVERSITY,21.672,
,,1117B62,PWANI UNIVERSITY,21.672,
,,,,,
BACHELOR OF ARTS (GERMAN),17,,,,French/German: B
,,1253B63,MOI UNIVERSITY,,
,,1117B63,PWANI UNIVERSITY,,
,,,,,
BACHELOR OF MUSIC,18,,,,Music: C+
,,1162161,DAYSTAR UNIVERSITY,22.36,
,,1061160,KABARAK UNIVERSITY,22.36,
,,1111160,KENYATTA UNIVERSITY,22.36,
,,1229161,MASENO UNIVERSITY,22.36,
,,1253161,MOI UNIVERSITY,22.36,
,,1112160,TECHNICAL UNIVERSITY OF KENYA,22.36,
,,1181161,"UNIVERSITY OF EASTERN AFRICA, BARATON",22.36,
,,,,,
BACHELOR OF MUSIC (TECHNOLOGY),18,,,,Music: C+
,,1061661,KABARAK UNIVERSITY,22.36,
,,1111661,KENYATTA UNIVERSITY,22.36,
,,,,,
BACHELOR OF EDUCATION (ARTS),19,,,,"English/Kiswahili/Mathematics Alternative A/Mathematics Alternative B/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+
English/Kiswahili/Mathematics Alternative A/Mathematics Alternative B/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+"
,,1119135,AFRICA INTERNATIONAL UNIVERSITY,21.858,
,,1078135,AFRICA NAZARENE UNIVERSITY,23.442,
,,1600135,ALUPE UNIVERSITY,27.787,
,,1700494,BOMET UNIVERSITY COLLEGE,24.056,
,,1700135,BOMET UNIVERSITY COLLEGE,26.78,
,,1480135,CATHOLIC UNIVERSITY OF EASTERN AFRICA,22.986,
,,1105135,CHUKA UNIVERSITY,31.468,
,,1057135,EGERTON UNIVERSITY,32.306,
,,1096135,GARISSA UNIVERSITY,23.967,
,,1192135,GREAT LAKES UNIVERSITY OF KISUMU,23.897,
,,1088135,GRETSA UNIVERSITY,23.657,
,,3895135,ISLAMIC UNIVERSITY OF KENYA,21.858,
,,1053135,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,29.533,
,,1061135,KABARAK UNIVERSITY,26.546,
,,5535135,KABARNET UNIVERSITY COLLEGE,-,
,,1470135,KAIMOSI FRIENDS UNIVERSITY,27.773,
,,1244135,KARATINA UNIVERSITY,29.47,
,,1103135,KCA UNIVERSITY,24.216,
,,1555135,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,21.858,
,,1169135,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,21.858,
,,1077135,KENYA METHODIST UNIVERSITY,23.104,
,,1111135,KENYATTA UNIVERSITY,33.556,
,,1108135,KIBABII UNIVERSITY,28.747,
,,1079494,KIRINYAGA UNIVERSITY,28.171,
,,1460135,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,21.858,
,,1087135,KISII UNIVERSITY,29.991,
,,3890135,KOITALEEL SAMOEI UNIVERSITY COLLEGE,26.62,
,,1176135,LAIKIPIA UNIVERSITY,27.574,
,,1495135,LUKENYA UNIVERSITY,22.937,
,,1165135,MASAAI MARA UNIVERSITY,29.507,
,,1170135,MACHAKOS UNIVERSITY,29.206,
,,1066135,MANAGEMENT UNIVERSITY OF AFRICA,-,
,,1530135,MARIST INTERNATIONAL UNIVERSITY COLLEGE,21.858,
,,1229135,MASENO UNIVERSITY,31.535,
,,1082135,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,30.054,
,,1240135,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,27.526,
,,1253494,MOI UNIVERSITY,26.949,
,,1253135,MOI UNIVERSITY,30.04,
,,1279135,MOUNT KENYA UNIVERSITY,27.323,
,,1246135,MURANG'A UNIVERSITY OF TECHNOLOGY,28.166,
,,5510135,NYANDARUA UNIVERSITY COLLEGE,-,
,,1196135,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,21.858,
,,1117135,PWANI UNIVERSITY,29.26,
,,1073135,RONGO UNIVERSITY,28.096,
,,1090135,SCOTT CHRISTIAN UNIVERSITY,21.858,
,,1166135,SOUTH EASTERN KENYA UNIVERSITY,27.258,
,,1107135,ST PAULS UNIVERSITY,23.857,
,,1091135,TAITA TAVETA UNIVERSITY,26.314,
,,1475135,TANGAZA UNIVERSITY,23.781,
,,1685135,THARAKA UNIVERSITY,26.777,
,,1500494,THE EAST AFRICAN UNIVERSITY,21.858,
,,1515135,TOM MBOYA UNIVERSITY,27.837,
,,1570135,TURKANA UNIVERSITY COLLEGE,22.358,
,,1181135,"UNIVERSITY OF EASTERN AFRICA, BARATON",23.471,
,,1114135,UNIVERSITY OF ELDORET,29.002,
,,1093135,UNIVERSITY OF EMBU,28.208,
,,1118135,UNIVERSITY OF KABIANGA,29.077,
,,1263135,UNIVERSITY OF NAIROBI,32.421,
,,1425135,ZETECH UNIVERSITY,23.305,
,,,,,
BACHELOR OF EDUCATION (SCIENCE),19,,,,"Mathematics/Biology/Physics/Chemistry: C+
Mathematics/Biology/Physics/Chemistry: C+"
,,1600137,ALUPE UNIVERSITY,28.016,
,,1700137,BOMET UNIVERSITY COLLEGE,-,
,,1480137,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.477,
,,1105137,CHUKA UNIVERSITY,30.456,
,,1057137,EGERTON UNIVERSITY,32.396,
,,1096137,GARISSA UNIVERSITY,20.477,
,,1053137,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,27.392,
,,1061137,KABARAK UNIVERSITY,20.477,
,,1470137,KAIMOSI FRIENDS UNIVERSITY,28.778,
,,1244137,KARATINA UNIVERSITY,30.118,
,,1169137,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,20.477,
,,1077137,KENYA METHODIST UNIVERSITY,20.477,
,,1111137,KENYATTA UNIVERSITY,36.268,
,,1108137,KIBABII UNIVERSITY,30.505,
,,1079138,KIRINYAGA UNIVERSITY,29.343,
,,1087137,KISII UNIVERSITY,34.361,
,,3890137,KOITALEEL SAMOEI UNIVERSITY COLLEGE,28.732,
,,1176137,LAIKIPIA UNIVERSITY,28.815,
,,1495137,LUKENYA UNIVERSITY,20.477,
,,1165332,MASAAI MARA UNIVERSITY (SCIENCE WITH SPECIAL NEEDS EDUCATION),27.621,
,,1165137,MASAAI MARA UNIVERSITY,31.612,
,,1170137,MACHAKOS UNIVERSITY,31.346,
,,1229137,"MASENO UNIVERSITY (SCIENCE, WITH IT)",35.16,
,,1082137,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,32.547,
,,1240137,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,28.213,
,,1253137,MOI UNIVERSITY,25.341,
,,1279137,MOUNT KENYA UNIVERSITY,20.477,
,,1246137,MURANG'A UNIVERSITY OF TECHNOLOGY,22.425,
,,1196137,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,20.477,
,,1117137,PWANI UNIVERSITY,30.148,
,,1073137,RONGO UNIVERSITY,28.567,
,,1166137,SOUTH EASTERN KENYA UNIVERSITY,22.682,
,,1091137,TAITA TAVETA UNIVERSITY,25.692,
,,1475137,TANGAZA UNIVERSITY,20.477,
,,1685137,THARAKA UNIVERSITY,22.853,
,,1515137,"TOM MBOYA UNIVERSITY (SCIENCE, WITH IT)",27.997,
,,1570137,TURKANA UNIVERSITY COLLEGE,22.627,
,,1181137,"UNIVERSITY OF EASTERN AFRICA, BARATON",20.477,
,,1114137,UNIVERSITY OF ELDORET,32.693,
,,1093137,UNIVERSITY OF EMBU,28.991,
,,1118137,UNIVERSITY OF KABIANGA,31.422,
,,1263137,UNIVERSITY OF NAIROBI,35.542,
,,1425138,ZETECH UNIVERSITY,20.477,
,,,,,
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),19,,,,"Biology/General Science: C+
Mathematics/Physics/Chemistry/Geography: C+"
,,1700155,BOMET UNIVERSITY COLLEGE,22.802,
,,1053155,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,28.613,
,,1077155,KENYA METHODIST UNIVERSITY,20.477,
,,1111155,KENYATTA UNIVERSITY,35.53,
,,1087155,KISII UNIVERSITY,26.332,
,,1170155,MACHAKOS UNIVERSITY,25.397,
,,1229155,MASENO UNIVERSITY,33.905,
,,1253656,MOI UNIVERSITY,23.359,
,,1279656,MOUNT KENYA UNIVERSITY,20.477,
,,1117155,PWANI UNIVERSITY,24.487,
,,1073155,RONGO UNIVERSITY,22.781,
,,1107155,ST PAULS UNIVERSITY,20.477,
,,1515155,TOM MBOYA UNIVERSITY,23.849,
,,1114155,UNIVERSITY OF ELDORET,31.079,
,,,,,
BACHELOR OF EDUCATION (ARTS) MUSIC,19,,,,"Music: C+
English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+"
,,1111162,KENYATTA UNIVERSITY ,,
,,1229162,MASENO UNIVERSITY,,
,,,,,
"BACHELOR OF EDUCATION (FRENCH, WITH IT)",19,,,,"French: C+
English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+"
,,1470282,Kaimosi Friends University,20.477,
,,1111282,Kenyatta University,30.555,
,,1229166,Maseno University,27.515,
,,1082282,Masinde Muliro University of Science & Technology,20.477,
,,1117282,Pwani University,20.477,
,,1515166,Tom Mboya University,20.477,
,,1111169,KENYATTA UNIVERSITY,24.499,
,,,,,
BACHELOR OF EDUCATION(EARLY CHILDHOOD DEVELOPMENT),19,,,,"English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+
English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+"
,,1119180,AFRICA INTERNATIONAL UNIVERSITY,20.477,
,,1105680,CHUKA UNIVERSITY,22.965,
,,1057680,EGERTON UNIVERSITY,22.636,
,,1096680,GARISSA UNIVERSITY,20.477,
,,1053180,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,22.049,
,,1470180,KAIMOSI FRIENDS UNIVERSITY,22.459,
,,1103180,KCA UNIVERSITY,20.477,
,,1077180,KENYA METHODIST UNIVERSITY,20.477,
,,1111180,KENYATTA UNIVERSITY,24.665,
,,1108880,KIBABII UNIVERSITY,22.766,
,,1087180,KISII UNIVERSITY,23.345,
,,3890180,KOITALEEL SAMOEI UNIVERSITY COLLEGE,22.156,
,,1176180,LAIKIPIA UNIVERSITY,20.477,
,,1495180,LUKENYA UNIVERSITY,20.477,
,,1165680,MAASAI MARA UNIVERSITY,23.382,
,,1170180,MACHAKOS UNIVERSITY,20.477,
,,1229180,MASENO UNIVERSITY,22.993,
,,1082180,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,22.463,
,,1196180,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,20.477,
,,1117180,PWANI UNIVERSITY,20.477,
,,1090680,SCOTT CHRISTIAN UNIVERSITY,20.477,
,,1107680,ST PAULS UNIVERSITY,20.477,
,,1685180,THARAKA UNIVERSITY,22.816,
,,1515180,TOM MBOYA UNIVERSITY,21.972,
,,1570180,TURKANA UNIVERSITY COLLEGE,20.477,
,,1114680,UNIVERSITY OF ELDORET,22.436,
,,1118680,UNIVERSITY OF KABIANGA,22.971,
,,1263180,UNIVERSITY OF NAIROBI,21.889,
,,,,,
BACHELOR OF ARTS (WITH EDUCATION),19,,,,"English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+
English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+"
,,1700201,BOMET UNIVERSITY COLLEGE,22.194,
,,1244201,KARATINA UNIVERSITY,21.736,
,,1253201,MOI UNIVERSITY,22.132,
,,,,,
BACHELOR OF EDUCATION IN PHYSICAL EDUCATION AND RECREATION,19,,,,"Biology/General Science: C+
Mathematics/Physics/Chemistry/Geography: C+"
,,1111315,KENYATTA UNIVERSITY,20.477,
,,1082315,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,20.477,
,,5510315,NYANDARUA UNIVERSITY COLLEGE,20.477,
,,1114315,UNIVERSITY OF ELDORET,20.477,
,,1263316,UNIVERSITY OF NAIROBI,20.477,
,,,,,
BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),19,,,,"English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+
English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+"
,,1700326,BOMET UNIVERSITY COLLEGE,23.784,
,,1244326,KARATINA UNIVERSITY,25.039,
,,1165326,MAASAI MARA UNIVERSITY,25.485,
,,1253326,MOI UNIVERSITY,22.571,
,,1118326,UNIVERSITY OF KABIANGA,26.219,
,,,,,
"BACHELOR OF EDUCATION (HOME SCIENCE , WITH IT)",19,,,,"English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+
English/Kiswahili/Mathematics/History and Government/Geography/Christian Religious Education/Islamic Religious Education/Hindu Religious Education/Social Education and Ethics/Home Science/Art and Design/Computer Studies/French/German/Arabic/Kenya Sign Language/Music/Accounting/Commerce/Business Studies: C+"
,,1229362,MASENO UNIVERSITY,30.163,
,,1515362,TOM MBOYA UNIVERSITY,28.682,
,,1114362,UNIVERSITY OF ELDORET,29.143,
,,1111310,KENYATTA UNIVERSITY,26.815,
,,,,,
BACHELOR OF SCIENCE AGRICULTURAL EXTENSION AND EDUCATION,19,,,,"Biology: C+
Biology/Agriculture: C+"
,,1700415,BOMET UNIVERSITY COLLEGE,26.576,
,,1105416,CHUKA UNIVERSITY,30.186,
,,1057346,EGERTON UNIVERSITY,23.342,
,,1057417,EGERTON UNIVERSITY,31.387,
,,1053415,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,26.758,
,,1061417,KABARAK UNIVERSITY,20.477,
,,1244415,KARATINA UNIVERSITY,24.499,
,,1111417,KENYATTA UNIVERSITY,30.997,
,,1108417,KIBABII UNIVERSITY,28.74,
,,1087615,KISII UNIVERSITY,28.682,
,,1087417,KISII UNIVERSITY,30.042,
,,1176417,LAIKIPIA UNIVERSITY,24.695,
,,1170415,MACHAKOS UNIVERSITY,27.103,
,,1229417,MASENO UNIVERSITY,30.637,
,,1082417,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,29.932,
,,1240415,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,26.582,
,,1253415,MOI UNIVERSITY,22.994,
,,1246417,MURANG'A UNIVERSITY OF TECHNOLOGY,22.249,
,,1117417,PWANI UNIVERSITY,22.597,
,,1073417,RONGO UNIVERSITY,27.642,
,,1166415,SOUTH EASTERN KENYA UNIVERSITY,23.016,
,,1091415,TAITA TAVETA UNIVERSITY,22.805,
,,1685417,THARAKA UNIVERSITY,22.62,
,,1515417,TOM MBOYA UNIVERSITY,24.572,
,,1570417,TURKANA UNIVERSITY COLLEGE,22.202,
,,1114415,UNIVERSITY OF ELDORET,30.023,
,,1093417,UNIVERSITY OF EMBU,27.666,
,,1118416,UNIVERSITY OF KABIANGA,28.771,
,,1263417,UNIVERSITY OF NAIROBI,31.596,
,,,,,
BACHELOR OF SCIENCE WITH EDUCATION,19,,,,"Mathematics/Biology/Physics/Chemistry: C+
Mathematics/Biology/Physics/Chemistry: C+"
,,1700418,BOMET UNIVERSITY COLLEGE,23.483,
,,1244418,KARATINA UNIVERSITY,20.477,
,,1253418,MOI UNIVERSITY,20.477,
,,1114418,UNIVERSITY OF ELDORET,20.477,
,,,,,
BACHELOR OF SCIENCE (ENVIRONMENTAL EDUCATION),19,,,,"Biology: C+
Biology/Agriculture: C+"
,,1111228,KENYATTA UNIVERSITY,15.092,
,,1111570,KENYATTA UNIVERSITY,20.477,
,,1111686,KENYATTA UNIVERSITY,15.092,
,,1111986,KENYATTA UNIVERSITY,20.473,
,,1580986,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,20.473,
,,1165339,MAASAI MARA UNIVERSITY,15.092,
,,1170986,MACHAKOS UNIVERSITY,15.092,
,,1117228,PWANI UNIVERSITY,15.092,
,,1114229,UNIVERSITY OF ELDORET,15.092,
,,1118229,UNIVERSITY OF KABIANGA,15.092,
,,,,,
BACHELOR OF ARTS IN THEOLOGY,20,,,,"English/Kiswahili: C+ 
CRE/IRE/HRE: C+"
,,1119446,Africa International University,19.729,
,,1192446,Great Lakes University of Kisumu,19.729,
,,1225446,International Leadership University,19.729,
,,1061446,Kabarak University,19.729,
,,1061C81,Kabarak University,19.729,
,,1169446,Kenya Highlands Evangelical University,19.729,
,,1077446,Kenya Methodist University,19.729,
,,1196446,Presbyterian University of East Africa,19.729,
,,1117446,Pwani University,19.729,
,,1090446,Scott Christian University,19.729,
,,1107446,St Pauls University,19.729,
,,1181446,"University of Eastern Africa, Baraton",19.729,
,,,,,
BACHELOR OF ARTS IN RELIGION,20,,,,"English/Kiswahili: C+ 
CRE/IRE/HRE: C+"
,,1057B87,EGERTON UNIVERSITY ,19.729,
,,1165B87,MAASAI MARA UNIVERSITY,19.729,
,,,,,
BACHELOR OF CHRISTIAN EDUCATION,20,,,,"English/Kiswahili: C+ 
CRE/IRE/HRE: C+"
,,1555253,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,19.729,
,,1169653,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,19.729,
,,,,,
BACHELOR OF ARTS IN ISLAMIC STUDIES,20,,,,"English/Kiswahili: C+ 
CRE/IRE/HRE: C+"
,,3895642,ISLAMIC UNIVERSITY OF KENYA,19.729,
,,1117630,PWANI UNIVERSITY,19.729,
,,,,,
