COURSE NAME,CLUSTER,COURSE CODE,UNIVERSITY,CUT-OFF POINTS,MINIMUM SUBJECT REQUIREMENTS
,,1063672,TECHNICAL UNIVERSITY OF MOMBASA,23.569,
,,1685136,THARAKA UNIVERSITY,20.473,
,,1515136,TOM MBOYA UNIVERSITY,20.473,
,,1570136,TURKANA UNIVERSITY COLLEGE,20.473,
,,1093136,UNIVERSITY OF EMBU,22.254,
,,,,,
,,,,,
,,,,,
BACHELOR OF ARTS (ANTHROPOLOGY),3,,,,None
,,1480106,Catholic University of Eastern Africa,20.473,
,,1117106,Pwani University,20.473,
,,1263106,University of Nairobi,20.473,
,,,,,
BACHELOR OF ARTS (SOCIAL WORK),3,,,,None
,,1480144,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,
,,1162144,DAYSTAR UNIVERSITY,20.473,
,,1470145,KAIMOSI FRIENDS UNIVERSITY,20.473,
,,1108145,KIBABII UNIVERSITY,20.473,
,,1165144,MAASAI MARA UNIVERSITY,20.473,
,,1082145,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,23.223,
,,1253144,MOI UNIVERSITY,20.473,
,,1279685,MOUNT KENYA UNIVERSITY,20.473,
,,1166144,SOUTH EASTERN KENYA UNIVERSITY,20.473,
,,1107144,ST PAULS UNIVERSITY,20.473,
,,1570685,TURKANA UNIVERSITY COLLEGE,20.473,
,,1093144,UNIVERSITY OF EMBU,23.586,
,,,,,
BACHELOR OF ARTS (PUBLIC ADMINISTRATION),3,,,,
,,1700550,BOMET UNIVERSITY COLLEGE,23.009,None
,,1480550,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,
,,1096550,GARISSA UNIVERSITY,20.473,
,,1249259,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,26.936,
,,1249149,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,28.402,
,,1244550,KARATINA UNIVERSITY,23.283,
,,1103259,KCA UNIVERSITY,20.473,
,,1111659,KENYATTA UNIVERSITY,30.243,
,,1580659,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,22.152,
,,1087159,KISII UNIVERSITY,23.236,
,,1495671,LUKENYA UNIVERSITY,20.473,
,,1165550,MAASAI MARA UNIVERSITY,23.465,
,,1170159,MACHAKOS UNIVERSITY,24.423,
,,1279659,MOUNT KENYA UNIVERSITY,20.473,
,,1279671,MOUNT KENYA UNIVERSITY,20.473,
,,1246159,MURANG'A UNIVERSITY OF TECHNOLOGY,23.221,
,,1073550,RONGO UNIVERSITY,20.473,
,,1091659,TAITA TAVETA UNIVERSITY,-,
,,1118159,UNIVERSITY OF KABIANGA,23.179,
,,1263550,UNIVERSITY OF NAIROBI,30.429,
,,1425550,ZETECH UNIVERSITY,20.473,
,,,,,
BACHELOR OF ARTS (COMMUNITY DEVELOPMENT),3,,,,
,,1119303,AFRICA INTERNATIONAL UNIVERSITY,20.473,None
,,1078171,AFRICA NAZARENE UNIVERSITY,20.473,
,,1600171,ALUPE UNIVERSITY,20.473,
,,1480303,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,
,,1105239,CHUKA UNIVERSITY,22.941,
,,1080239,CO-OPERATIVE UNIVERSITY OF KENYA,22.945,
,,1080303,CO-OPERATIVE UNIVERSITY OF KENYA,23.347,
,,1162171,DAYSTAR UNIVERSITY,20.473,
,,1057239,EGERTON UNIVERSITY,23.488,
,,1096171,GARISSA UNIVERSITY,20.473,
,,1088171,GRETSA UNIVERSITY,20.473,
,,1249303,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,23.896,
,,1249243,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,26.503,
,,1244171,KARATINA UNIVERSITY,20.473,
,,1555171,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,20.473,
,,1460386,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,20.473,
,,1087303,KISII UNIVERSITY,20.473,
,,1087171,KISII UNIVERSITY,20.473,
,,1176239,LAIKIPIA UNIVERSITY,20.473,
,,1495171,LUKENYA UNIVERSITY,20.473,
,,1165171,MAASAI MARA UNIVERSITY,20.473,
,,1170386,MACHAKOS UNIVERSITY,20.473,
,,1066303,MANAGEMENT UNIVERSITY OF AFRICA,20.473,
,,1229303,MASENO UNIVERSITY,20.473,
,,1253171,MOI UNIVERSITY,20.473,
,,1279171,MOUNT KENYA UNIVERSITY,20.473,
,,1279303,MOUNT KENYA UNIVERSITY,20.473,
,,1246303,MURANG'A UNIVERSITY OF TECHNOLOGY,20.473,
,,1068171,PAN AFRICA CHRISTIAN UNIVERSITY,20.473,
,,1090171,SCOTT CHRISTIAN UNIVERSITY,20.473,
,,1107171,ST PAULS UNIVERSITY,20.473,
,,1063303,TECHNICAL UNIVERSITY OF MOMBASA,20.473,
,,1685239,THARAKA UNIVERSITY,20.473,
,,1515303,TOM MBOYA UNIVERSITY,20.473,
,,1570303,TURKANA UNIVERSITY COLLEGE,20.473,
,,1181303,"UNIVERSITY OF EASTERN AFRICA, BARATON",20.473,
,,1114303,UNIVERSITY OF ELDORET,20.473,
,,,,,
BACHELOR OF JOURNALISM & MASS COMMUNICATION,3,,,,
,,1078242,AFRICA NAZARENE UNIVERSITY,20.473,English/Kiswahili: C+
,,1105385,CHUKA UNIVERSITY,29.384,
,,1057385,EGERTON UNIVERSITY,30.162,
,,1249242,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,30.205,
,,1249183,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,30.976,
,,1061242,KABARAK UNIVERSITY,20.473,
,,1103649,KCA UNIVERSITY,20.473,
,,1077182,KENYA METHODIST UNIVERSITY,20.473,
,,1111449,KENYATTA UNIVERSITY,31.668,
,,1108181,KIBABII UNIVERSITY,26.49,
,,1087385,KISII UNIVERSITY,27.868,
,,1176385,LAIKIPIA UNIVERSITY,23.827,
,,1165182,MAASAI MARA UNIVERSITY,26.581,
,,1229385,MASENO UNIVERSITY,28.67,
,,1082181,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,27.444,
,,1240182,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,25.762,
,,1253182,MOI UNIVERSITY,23.564,
,,1279181,MOUNT KENYA UNIVERSITY,22.68,
,,1164183,MULTIMEDIA UNIVERSITY OF KENYA,30.494,
,,1246649,MURANG'A UNIVERSITY OF TECHNOLOGY,26.578,
,,5145649,OPEN UNIVERSITY OF KENYA,20.473,
,,1196242,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,20.473,
,,1073449,RONGO UNIVERSITY,23.887,
,,1073182,RONGO UNIVERSITY,23.723,
,,1112400,TECHNICAL UNIVERSITY OF KENYA,30.63,
,,1063181,TECHNICAL UNIVERSITY OF MOMBASA,27.849,
,,1063177,TECHNICAL UNIVERSITY OF MOMBASA,26.8,
,,1685181,THARAKA UNIVERSITY,23.431,
,,1181242,"UNIVERSITY OF EASTERN AFRICA, BARATON",20.473,
,,1093604,UNIVERSITY OF EMBU,25.771,
,,1263181,UNIVERSITY OF NAIROBI,31.685,
,,1425183,ZETECH UNIVERSITY,20.473,
,,1425449,ZETECH UNIVERSITY,20.473,
,,,,,
BACHELOR OF SCIENCE IN PUBLIC MANAGEMENT,3,,,,
,,1700550,BOMET UNIVERSITY COLLEGE,23.009,None
,,1480550,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,
,,1096550,GARISSA UNIVERSITY,20.473,
,,1249259,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,26.936,
,,1249149,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,28.402,
,,1244550,KARATINA UNIVERSITY,23.283,
,,1103259,KCA UNIVERSITY,20.473,
,,1111659,KENYATTA UNIVERSITY,30.243,
,,1580659,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,22.152,
,,1087159,KISII UNIVERSITY,23.236,
,,1495671,LUKENYA UNIVERSITY,20.473,
,,1165550,MAASAI MARA UNIVERSITY,23.465,
,,1170159,MACHAKOS UNIVERSITY,24.423,
,,1279659,MOUNT KENYA UNIVERSITY,20.473,
,,1279671,MOUNT KENYA UNIVERSITY,20.473,
,,1246159,MURANG'A UNIVERSITY OF TECHNOLOGY,23.221,
,,1073550,RONGO UNIVERSITY,20.473,
,,1091659,TAITA TAVETA UNIVERSITY,-,
,,1118159,UNIVERSITY OF KABIANGA,23.179,
,,1263550,UNIVERSITY OF NAIROBI,30.429,
,,1425550,ZETECH UNIVERSITY,20.473,
,,,,,
BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY),3,,,,
,,1480296,CATHOLIC UNIVERSITY OF EASTERN AFRICA,23.142,English/Kiswahili: C+
,,1162307,DAYSTAR UNIVERSITY,20.473,
,,1077296,KENYA METHODIST UNIVERSITY,20.473,
,,1111295,KENYATTA UNIVERSITY,33.921,
,,1229295,MASENO UNIVERSITY,26.49,
,,1279295,MOUNT KENYA UNIVERSITY,24.662,
,,1060295,RIARA UNIVERSITY,32.701,
,,1073295,RONGO UNIVERSITY,22.045,
,,1112295,TECHNICAL UNIVERSITY OF KENYA,32.439,
,,1263296,UNIVERSITY OF NAIROBI,33.02,
,,1425296,ZETECH UNIVERSITY,20.473,
,,,,,
BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),3,,,,
,,1057304,EGERTON UNIVERSITY,20.473,None
,,1111302,KENYATTA UNIVERSITY,20.473,
,,1087302,KISII UNIVERSITY,20.473,
,,1170302,MACHAKOS UNIVERSITY,20.473,
,,1166304,SOUTH EASTERN KENYA UNIVERSITY,20.473,
,,1263302,UNIVERSITY OF NAIROBI,20.473,
,,,,,
BACHELOR OF ARTS IN DEVELOPMENT STUDIES,3,,,,
,,1119303,AFRICA INTERNATIONAL UNIVERSITY,20.473,None
,,1078171,AFRICA NAZARENE UNIVERSITY,20.473,
,,1600171,ALUPE UNIVERSITY,20.473,
,,1480303,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,
,,1105239,CHUKA UNIVERSITY,22.941,
,,1080239,CO-OPERATIVE UNIVERSITY OF KENYA,22.945,
,,1080303,CO-OPERATIVE UNIVERSITY OF KENYA,23.347,
,,1162171,DAYSTAR UNIVERSITY,20.473,
,,1057239,EGERTON UNIVERSITY,23.488,
,,1096171,GARISSA UNIVERSITY,20.473,
,,1088171,GRETSA UNIVERSITY,20.473,
,,1249303,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,23.896,
,,1249243,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,26.503,
,,1244171,KARATINA UNIVERSITY,20.473,
,,1555171,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,20.473,
,,1460386,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,20.473,
,,1087303,KISII UNIVERSITY,20.473,
,,1087171,KISII UNIVERSITY,20.473,
,,1176239,LAIKIPIA UNIVERSITY,20.473,
,,1495171,LUKENYA UNIVERSITY,20.473,
,,1165171,MAASAI MARA UNIVERSITY,20.473,
,,1170386,MACHAKOS UNIVERSITY,20.473,
,,1066303,MANAGEMENT UNIVERSITY OF AFRICA,20.473,
,,1229303,MASENO UNIVERSITY,20.473,
,,1253171,MOI UNIVERSITY,20.473,
,,1279171,MOUNT KENYA UNIVERSITY,20.473,
,,1279303,MOUNT KENYA UNIVERSITY,20.473,
,,1246303,MURANG'A UNIVERSITY OF TECHNOLOGY,20.473,
,,1068171,PAN AFRICA CHRISTIAN UNIVERSITY,20.473,
,,1090171,SCOTT CHRISTIAN UNIVERSITY,20.473,
,,1107171,ST PAULS UNIVERSITY,20.473,
,,1063303,TECHNICAL UNIVERSITY OF MOMBASA,20.473,
,,1685239,THARAKA UNIVERSITY,20.473,
,,1515303,TOM MBOYA UNIVERSITY,20.473,
,,1570303,TURKANA UNIVERSITY COLLEGE,20.473,
,,1181303,"UNIVERSITY OF EASTERN AFRICA, BARATON",20.473,
,,1114303,UNIVERSITY OF ELDORET,20.473,
,,,,,
BACHELOR OF ARTS IN KISWAHILI,3,,,,
,,1700324,BOMET UNIVERSITY COLLEGE,20.473,Kiswahili: C+
,,1480325,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,
,,1087324,KISII UNIVERSITY,23.482,
,,1176325,LAIKIPIA UNIVERSITY,20.473,
,,1165325,MAASAI MARA UNIVERSITY,20.473,
,,1229324,MASENO UNIVERSITY,23.587,
,,1253324,MOI UNIVERSITY,20.473,
,,1117324,PWANI UNIVERSITY,20.473,
,,1073324,RONGO UNIVERSITY,20.473,
,,,,,
BACHELOR OF SCIENCE (DISASTER RISK MANAGEMENT AND SUSTAINABLE DEVELOPMENT),3,,,,
,,1080549,CO-OPERATIVE UNIVERSITY OF KENYA,20.473,None
,,1470644,KAIMOSI FRIENDS UNIVERSITY,20.473,
,,1229544,MASENO UNIVERSITY,20.473,
,,1082368,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,20.473,
,,1082369,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,20.473,
,,1082644,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,20.473,
,,1082744,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,20.473,
,,1082844,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,20.473,
,,1570549,TURKANA UNIVERSITY COLLEGE,20.473,
,,,,,
BACHELOR OF COMMUNICATION AND MEDIA STUDIES,3,,,,
,,1078242,AFRICA NAZARENE UNIVERSITY,20.473,English/Kiswahili: C+
,,1105385,CHUKA UNIVERSITY,29.384,
,,1057385,EGERTON UNIVERSITY,30.162,
,,1249242,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,30.205,
,,1249183,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,30.976,
,,1061242,KABARAK UNIVERSITY,20.473,
,,1103649,KCA UNIVERSITY,20.473,
,,1077182,KENYA METHODIST UNIVERSITY,20.473,
,,1111449,KENYATTA UNIVERSITY,31.668,
,,1108181,KIBABII UNIVERSITY,26.49,
,,1087385,KISII UNIVERSITY,27.868,
,,1176385,LAIKIPIA UNIVERSITY,23.827,
,,1165182,MAASAI MARA UNIVERSITY,26.581,
,,1229385,MASENO UNIVERSITY,28.67,
,,1082181,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,27.444,
,,1240182,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,25.762,
,,1253182,MOI UNIVERSITY,23.564,
,,1279181,MOUNT KENYA UNIVERSITY,22.68,
,,1164183,MULTIMEDIA UNIVERSITY OF KENYA,30.494,
,,1246649,MURANG'A UNIVERSITY OF TECHNOLOGY,26.578,
,,5145649,OPEN UNIVERSITY OF KENYA,20.473,
,,1196242,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,20.473,
,,1073449,RONGO UNIVERSITY,23.887,
,,1073182,RONGO UNIVERSITY,23.723,
,,1112400,TECHNICAL UNIVERSITY OF KENYA,30.63,
,,1063181,TECHNICAL UNIVERSITY OF MOMBASA,27.849,
,,1063177,TECHNICAL UNIVERSITY OF MOMBASA,26.8,
,,1685181,THARAKA UNIVERSITY,23.431,
,,1181242,"UNIVERSITY OF EASTERN AFRICA, BARATON",20.473,
,,1093604,UNIVERSITY OF EMBU,25.771,
,,1263181,UNIVERSITY OF NAIROBI,31.685,
,,1425183,ZETECH UNIVERSITY,20.473,
,,1425449,ZETECH UNIVERSITY,20.473,
,,,,,
BACHELOR OF ARTS IN PHILOSOPHY,3,,,,
,,1480392,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,None
,,1105392,CHUKA UNIVERSITY,20.473,
,,1165392,MAASAI MARA UNIVERSITY,20.473,
,,1117585,PWANI UNIVERSITY,20.473,
,,1475392,TANGAZA UNIVERSITY,20.473,
,,,,,
BACHELOR OF ARTS IN LANGUAGE AND COMMUNICATION,3,,,,
,,1119621,AFRICA INTERNATIONAL UNIVERSITY,-,English/Kiswahili: C+
,,1105497,CHUKA UNIVERSITY,20.473,
,,1162602,DAYSTAR UNIVERSITY,20.473,
,,1162620,DAYSTAR UNIVERSITY,20.473,
,,1087520,KISII UNIVERSITY,20.473,
,,1176583,LAIKIPIA UNIVERSITY,20.473,
,,1165393,MAASAI MARA UNIVERSITY,20.473,
,,1229621,MASENO UNIVERSITY,20.473,
,,1253621,MOI UNIVERSITY,20.473,
,,1164497,MULTIMEDIA UNIVERSITY OF KENYA,20.473,
,,1246621,MURANG'A UNIVERSITY OF TECHNOLOGY,20.473,
,,1068620,PAN AFRICA CHRISTIAN UNIVERSITY,20.473,
,,1073520,RONGO UNIVERSITY,20.473,
,,1073621,RONGO UNIVERSITY,20.473,
,,1107620,ST PAULS UNIVERSITY,20.473,
,,1475323,TANGAZA UNIVERSITY,20.473,
,,,,,
"BACHELOR OF ARTS IN LITERATURE, THEATRE AND FILM",3,,,,
,,1105524,CHUKA UNIVERSITY,23.965,English/Kiswahili: C+
,,1087524,KISII UNIVERSITY,20.473,
,,1165394,MAASAI MARA UNIVERSITY,20.473,
,,1229524,MASENO UNIVERSITY,23.689,
,,1117524,PWANI UNIVERSITY,20.473,
,,,,,
BACHELOR OF MANAGEMENT AND LEADERSHIP,3,,,,
,,1225448,INTERNATIONAL LEADERSHIP UNIVERSITY,20.473,None
,,1249493,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,19.799,
,,1066448,MANAGEMENT UNIVERSITY OF AFRICA,20.473,
,,1117448,PWANI UNIVERSITY,20.473,
,,1090448,SCOTT CHRISTIAN UNIVERSITY,20.473,
,,1107448,ST PAULS UNIVERSITY,20.473,
,,1475448,TANGAZA UNIVERSITY,20.473,
,,,,,
BACHELOR OF ARTS IN POLITICAL SCIENCE,3,,,,
,,1700550,BOMET UNIVERSITY COLLEGE,23.009,None
,,1480550,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,
,,1096550,GARISSA UNIVERSITY,20.473,
,,1249259,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,26.936,
,,1249149,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,28.402,
,,1244550,KARATINA UNIVERSITY,23.283,
,,1103259,KCA UNIVERSITY,20.473,
,,1111659,KENYATTA UNIVERSITY,30.243,
,,1580659,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,22.152,
,,1087159,KISII UNIVERSITY,23.236,
,,1495671,LUKENYA UNIVERSITY,20.473,
,,1165550,MAASAI MARA UNIVERSITY,23.465,
,,1170159,MACHAKOS UNIVERSITY,24.423,
,,1279659,MOUNT KENYA UNIVERSITY,20.473,
,,1279671,MOUNT KENYA UNIVERSITY,20.473,
,,1246159,MURANG'A UNIVERSITY OF TECHNOLOGY,23.221,
,,1073550,RONGO UNIVERSITY,20.473,
,,1091659,TAITA TAVETA UNIVERSITY,-,
,,1118159,UNIVERSITY OF KABIANGA,23.179,
,,1263550,UNIVERSITY OF NAIROBI,30.429,
,,1425550,ZETECH UNIVERSITY,20.473,
,,,,,
BACHELOR OF ARTS (LITERATURE),3,,,,
,,1105524,CHUKA UNIVERSITY,23.965,English/Kiswahili: C+
,,1087524,KISII UNIVERSITY,20.473,
,,1165394,MAASAI MARA UNIVERSITY,20.473,
,,1229524,MASENO UNIVERSITY,23.689,
,,1117524,PWANI UNIVERSITY,20.473,
,,,,,
BACHELOR OF SCIENCE IN CONFLICT RESOLUTION AND HUMANITARIAN ASSISTANCE,3,,,,
,,1078669,AFRICA NAZARENE UNIVERSITY,20.473,None
,,1480652,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,
,,1162662,DAYSTAR UNIVERSITY,20.473,
,,1111668,KENYATTA UNIVERSITY,20.473,
,,1087662,KISII UNIVERSITY,20.473,
,,1176581,LAIKIPIA UNIVERSITY,20.473,
,,1082595,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,20.473,
,,1279669,MOUNT KENYA UNIVERSITY,20.473,
,,1107662,ST PAULS UNIVERSITY,20.473,
,,1570595,TURKANA UNIVERSITY COLLEGE,20.473,
,,1118581,UNIVERSITY OF KABIANGA,20.473,
,,,,,
BACHELOR OF JUSTICE AND PEACE,3,,,,
,,1078669,AFRICA NAZARENE UNIVERSITY,20.473,None
,,1480652,CATHOLIC UNIVERSITY OF EASTERN AFRICA,20.473,
,,1162662,DAYSTAR UNIVERSITY,20.473,
,,1111668,KENYATTA UNIVERSITY,20.473,
,,1087662,KISII UNIVERSITY,20.473,
,,1176581,LAIKIPIA UNIVERSITY,20.473,
,,1082595,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,20.473,
,,1279669,MOUNT KENYA UNIVERSITY,20.473,
,,1107662,ST PAULS UNIVERSITY,20.473,
,,1570595,TURKANA UNIVERSITY COLLEGE,20.473,
,,1118581,UNIVERSITY OF KABIANGA,20.473,
,,,,,
BACHELOR OF SCIENCE (METEOROLOGY),4,,,,
,,1166110,South Eastern Kenya University,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,1263110,University of Nairobi,15.794,
,,,,,
BACHELOR OF SCIENCE (GEOLOGY),4,,,,
,,1173113,Dedan Kimathi University of Technology,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,1166113,South Eastern Kenya University,15.794,
,,1263113,University of Nairobi,15.794,
,,,,,
BACHELOR OF ENGINEERING (GEOSPATIAL ENGINEERING),4,,,,
,,1112119,Technical University of Kenya,35.033,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,1263119,University of Nairobi,36.025,
,,,,,
BACHELOR OF SCIENCE (ASTRONOMY AND ASTROPHYSICS),4,,,,
,,1263127,UNIVERSITY OF NAIROBI,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,,,,
"BACHELOR OF SCIENCE (EARTH SCIENCE, WITH IT)",4,,,,
,,1515210,TOM MBOYA UNIVERSITY,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,,,,
BACHELOR OF SCIENCE (MINING PHYSICS),4,,,,
,,1105C28,CHUKA UNIVERSITY,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,,,,
BACHELOR OF SCIENCE (GEOPHYSICS),4,,,,
,,1249377,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,1087579,KISII UNIVERSITY,15.794,
,,,,,
BACHELOR OF TECHNOLOGY (GEOINFORMATION TECHNOLOGY),4,,,,
,,1112378,TECHNICAL UNIVERSITY OF KENYA,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,,,,
BACHELOR OF SCIENCE (HYDROLOGY AND WATER RESOURCES MANAGEMENT),4,,,,
,,1166487,SOUTH EASTERN KENYA UNIVERSITY,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,,,,
BACHELOR OF APPLIED SCIENCE (GEO-INFORMATICS),4,,,,
,,1249619,Jomo Kenyatta University of Agriculture and Technology,33.669,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,1091619,Taita Taveta University,15.794,
,,1112553,Technical University of Kenya,29.656,
,,1515619,Tom Mboya University,15.794,
,,,,,
BACHELOR OF SCIENCE (GEOPHYSICS AND MINERALOGY),4,,,,
,,1249377,Jomo Kenyatta University of Agriculture and Technology,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,1087579,Kisii University,15.794,
,,,,,
BACHELOR OF SCIENCE IN GEOSPATIAL INFORMATION SCIENCE AND REMOTE SENSING,4,,,,
,,1173719,Dedan Kimathi University of Technology,15.794,"Mathematics: C+
Physics: C+
Chemistry/Geography: C"
,,1249719,Jomo Kenyatta University of Agriculture and Technology,24.92,
,,1165719,Maasai Mara University,15.794,
,,1229819,Maseno University,15.794,
,,1082719,Masinde Muliro University of Science & Technology,15.794,
,,,,,
"BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY, WITH IT)",5,,,,
,,1105108,CHUKA UNIVERSITY,15.299,"Mathematics: C
Physics: C
Chemistry: C+"
,,1173108,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,15.299,
,,1249108,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,23.033,
,,1111508,KENYATTA UNIVERSITY,23.749,
,,1087108,KISII UNIVERSITY,15.299,
,,1229108,MASENO UNIVERSITY,15.299,
,,1082108,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,15.299,
,,1279108,MOUNT KENYA UNIVERSITY,15.299,
,,1164108,MULTIMEDIA UNIVERSITY OF KENYA,15.299,
,,1246108,MURANG'A UNIVERSITY OF TECHNOLOGY,15.299,
,,1117108,PWANI UNIVERSITY,15.299,
,,1091108,TAITA TAVETA UNIVERSITY,15.299,
,,1112425,TECHNICAL UNIVERSITY OF KENYA,15.299,
,,1515108,TOM MBOYA UNIVERSITY,15.299,
,,1093108,UNIVERSITY OF EMBU,15.299,
,,1263108,UNIVERSITY OF NAIROBI,26.864,
,,,,,
BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY),5,,,,
,,1249114,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15.299,"Mathematics: C
Physics: C
Chemistry: C+"
,,1111114,KENYATTA UNIVERSITY,15.299,
,,1079114,KIRINYAGA UNIVERSITY,15.299,
,,1087114,KISII UNIVERSITY,15.299,
,,1170114,MACHAKOS UNIVERSITY,15.299,
,,1229114,MASENO UNIVERSITY,15.299,
,,1164114,MULTIMEDIA UNIVERSITY OF KENYA,15.299,
,,1246114,MURANG'A UNIVERSITY OF TECHNOLOGY,15.299,
,,1091114,TAITA TAVETA UNIVERSITY,15.299,
,,1114114,UNIVERSITY OF ELDORET,15.299,
,,1093114,UNIVERSITY OF EMBU,15.299,
,,1263114,UNIVERSITY OF NAIROBI,24.726,
,,,,,
BACHELOR OF ENGINEERING (CIVIL ENGINEERING),5,,,,
,,1173116,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,39.366,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1057116,EGERTON UNIVERSITY,-,
,,1249116,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,42.3,
,,1111116,KENYATTA UNIVERSITY,42.546,
,,1170116,MACHAKOS UNIVERSITY,37.272,
,,1082616,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,38.276,
,,1253616,MOI UNIVERSITY,27.907,
,,1164116,MULTIMEDIA UNIVERSITY OF KENYA,38.79,
,,1246116,MURANG'A UNIVERSITY OF TECHNOLOGY,36.156,
,,1166116,SOUTH EASTERN KENYA UNIVERSITY,35.556,
,,1091116,TAITA TAVETA UNIVERSITY,34.293,
,,1112116,TECHNICAL UNIVERSITY OF KENYA,40.572,
,,1063116,TECHNICAL UNIVERSITY OF MOMBASA,37.233,
,,1114616,UNIVERSITY OF ELDORET,37.697,
,,1093116,UNIVERSITY OF EMBU,36.545,
,,1263116,UNIVERSITY OF NAIROBI,43.121,
,,,,,
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),5,,,,
,,1105117,CHUKA UNIVERSITY,36.952,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1173117,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,39.302,
